Report Date,PFI,Facility Name,Hospital County,Hospital Region,NY Forward Region,Hospital Network,Total Employees,Partially Vaccinated,Fully Vaccinated,Staff Booster,Total Staff Furloughed,Direct Care Staff Furloughed,Direct Care Employees
03/15/2022,000776,Montefiore Nyack,Rockland,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,1709,95,1614,362,0,0,1709
03/15/2022,001456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,28953,9,27493,21888,9,7,19346
03/15/2022,001458,New York-Presbyterian Hospital - New York Weill Cornell Center,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,14936,22,14748,9663,120,73,9315
03/15/2022,001469,Mount Sinai Morningside,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,3063,0,3036,2194,2,2,2228
03/15/2022,001626,Elmhurst Hospital Center,Queens,Metropolitan Area Regional Office,New York City,NYC H+H,6287,63,5773,1660,2,1,4827
03/15/2022,001630,Long Island Jewish Medical Center,Queens,Metropolitan Area Regional Office,New York City,Northwell Health,8159,17,8027,5900,13,10,5655
03/15/2022,001309,Interfaith Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,1851,37,1808,860,3,0,1304
03/15/2022,001315,Kingsbrook Jewish Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,934,6,924,511,0,0,321
03/15/2022,001186,North Central Bronx Hospital,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,1742,14,1654,411,1,1,1257
03/15/2022,001138,Blythedale Childrens Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Independent,773,0,773,679,0,0,463
03/15/2022,000756,Samaritan Hospital,Rensselaer,Capital District Regional Office,Capital Region,St. Peters Health Partners,2921,0,2908,1659,3,3,2282
03/15/2022,000694,St Luke's Cornwall Hospital/Newburgh,Orange,Metropolitan Area Regional Office,Mid-Hudson,Montefiore Healthcare System,1677,0,1666,1251,0,0,1349
03/15/2022,000471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Finger Lakes,Rochester Regional Health System,4509,26,4477,3305,0,0,3337
03/15/2022,000362,Little Falls Hospital,Herkimer,Central New York Regional Office,Mohawk Valley,Bassett Healthcare Network,231,1,230,182,0,0,189
03/15/2022,000377,"River Hospital, Inc.",Jefferson,Central New York Regional Office,North Country,Independent,251,0,251,187,0,2,191
03/15/2022,000292,Sisters of Charity Hospital - St. Joseph Campus,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",425,0,422,264,0,0,317
03/15/2022,000066,Olean General Hospital,Cattaraugus,Western Regional Office,Western New York,Kaleida Health,761,2,734,460,13,13,761
03/15/2022,000891,University Hospital - Stony Brook Eastern Long Island Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Stony Brook Medicine,452,0,452,384,0,0,314
03/15/2022,000812,Gouverneur Hospital,St. Lawrence,Central New York Regional Office,North Country,St. Lawrence Health System,188,0,188,149,0,0,140
03/15/2022,003067,Millard Fillmore Suburban Hospital,Erie,Western Regional Office,Western New York,Kaleida Health,2226,25,2188,1107,4,4,1029
03/15/2022,009753,NYU Langone Health-Cobble Hill,Kings,Metropolitan Area Regional Office,New York City,NYU Langone Health,132,0,130,80,0,0,132
03/15/2022,001447,Hospital for Special Surgery,New York,Metropolitan Area Regional Office,New York City,Independent,5275,12,5247,4605,11,9,4185
03/15/2022,001176,SBH Health System,Bronx,Metropolitan Area Regional Office,New York City,Independent,3092,0,3092,1632,2,1,2350
03/15/2022,001286,Brookdale Hospital Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,3812,37,3698,2068,78,0,1828
03/15/2022,001288,Brooklyn Hospital Center - Downtown Campus,Kings,Metropolitan Area Regional Office,New York City,Independent,2549,89,2456,1153,7,6,1620
03/15/2022,001294,Coney Island Hospital,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,3415,25,3325,902,0,0,2566
03/15/2022,001097,SJRH - St Johns Division,Westchester,Metropolitan Area Regional Office,Mid-Hudson,"Riverside Health Care System, Inc.",1459,0,1447,1197,8,4,710
03/15/2022,000943,St Catherine of Siena Hospital,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,1471,1,1434,739,1,0,985
03/15/2022,001005,Glens Falls Hospital,Warren,Capital District Regional Office,Capital Region,Independent,2743,4,2730,2279,10,8,1772
03/15/2022,000708,Bon Secours Community Hospital,Orange,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,579,0,576,243,0,0,327
03/15/2022,000752,Putnam Hospital Center,Putnam,Metropolitan Area Regional Office,Mid-Hudson,Nuvance Health,1097,4,1080,531,0,8,857
03/15/2022,000628,UPSTATE University Hospital at Community General,Onondaga,Central New York Regional Office,Central New York,Independent,1324,2,1321,1083,4,2,1231
03/15/2022,000636,Crouse Hospital,Onondaga,Central New York Regional Office,Central New York,Crouse Health,2853,2,2844,2310,3,4,1856
03/15/2022,000490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,887,0,878,614,1,0,638
03/15/2022,000339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Finger Lakes,Rochester Regional Health System,733,10,722,502,0,0,512
03/15/2022,000192,Northern Dutchess Hospital,Dutchess,Metropolitan Area Regional Office,Mid-Hudson,Nuvance Health,1068,11,1050,661,3,3,763
03/15/2022,000208,John R. Oishei Children's Hospital,Erie,Western Regional Office,Western New York,Kaleida Health,2020,4,2006,1175,0,0,1116
03/15/2022,000128,Chenango Memorial Hospital Inc,Chenango,Central New York Regional Office,Southern Tier,"United Health Services Hospitals, Inc.",498,1,497,237,2,1,259
03/15/2022,000085,Auburn Community Hospital,Cayuga,Central New York Regional Office,Central New York,Independent,1287,3,1268,955,0,2,684
03/15/2022,000098,"Brooks-TLC Hospital System, Inc.",Chautauqua,Western Regional Office,Western New York,Independent,551,0,546,476,0,0,393
03/15/2022,000111,Westfield Memorial Hospital Inc,Chautauqua,Western Regional Office,Western New York,Allegheny Health Network,88,0,88,61,0,0,88
03/15/2022,000895,John T Mather Memorial Hospital of Port Jefferson New York Inc,Suffolk,Metropolitan Area Regional Office,Long Island,Northwell Health,1998,5,1983,1453,0,0,1122
03/15/2022,000925,Good Samaritan Hospital Medical Center,Suffolk,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,3567,3,3512,1201,0,0,2421
03/15/2022,000039,Memorial Hosp of Wm F and Gertrude F Jones A/K/A Jones Memorial Hosp,Allegany,Western Regional Office,Western New York,University of Rochester Medical Center,434,6,427,283,4,4,348
03/15/2022,000798,Claxton-Hepburn Medical Center,St. Lawrence,Central New York Regional Office,North Country,North Star Health Alliance,983,0,983,885,2,1,729
03/15/2022,000804,"Massena Hospital, Inc.",St. Lawrence,Central New York Regional Office,North Country,St. Lawrence Health System,340,1,339,301,0,0,224
03/15/2022,000817,Clifton-Fine Hospital,St. Lawrence,Central New York Regional Office,North Country,Independent,101,0,99,91,0,0,65
03/15/2022,000858,Schuyler Hospital,Schuyler,Western Regional Office,Southern Tier,Cayuga Health System,284,0,276,91,4,2,145
03/15/2022,001692,Woodhull Medical and Mental Health Center,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,3209,32,3161,2214,2,2,2293
03/08/2022,001453,Memorial Hospital for Cancer and Allied Diseases,New York,Metropolitan Area Regional Office,New York City,Independent,21675,6,21554,19008,78,33,8618
03/08/2022,001305,Maimonides Medical Center,Kings,Metropolitan Area Regional Office,New York City,Independent,6403,22,6352,4560,5,3,4269
03/08/2022,001172,Lincoln Medical and Mental Health Center,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,4798,76,4541,1650,23,19,3652
03/08/2022,001176,SBH Health System,Bronx,Metropolitan Area Regional Office,New York City,Independent,3098,0,3098,1620,5,3,2356
03/08/2022,001293,"New York Community Hospital of Brooklyn, Inc",Kings,Metropolitan Area Regional Office,New York City,Independent,736,5,707,144,0,0,450
03/08/2022,001138,Blythedale Childrens Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Independent,773,0,773,678,0,0,463
03/08/2022,001139,Westchester Medical Center,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,6368,5,6349,4381,4,3,3819
03/08/2022,001122,New York-Presbyterian Lawrence Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,New York-Presbyterian Healthcare System,1923,4,1895,1225,27,17,1390
03/08/2022,000968,Catskill Regional Medical Center - G. Hermann Site,Sullivan,Metropolitan Area Regional Office,Mid-Hudson,Garnet Health -formerly Greater Hudson Valley Health System,40,0,40,27,0,0,29
03/08/2022,000599,Faxton-St Lukes Healthcare St Lukes Division,Oneida,Central New York Regional Office,Mohawk Valley,Mohawk Valley Health System,2053,72,1950,1037,3,3,1341
03/08/2022,000513,Mercy Medical Center,Nassau,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,1803,5,1776,823,0,0,744
03/08/2022,000551,St. Joseph Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Catholic Health Services of Long Island,806,2,799,668,0,0,475
03/08/2022,000413,Strong Memorial Hospital,Monroe,Western Regional Office,Finger Lakes,University of Rochester Medical Center,19487,20,19359,15352,59,54,14961
03/08/2022,000484,St. Mary's Healthcare,Montgomery,Capital District Regional Office,Mohawk Valley,Ascension Health,1326,4,1311,897,1,1,897
03/08/2022,000218,Sisters of Charity Hospital,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",2025,9,1994,949,0,0,1650
03/08/2022,000001,Albany Medical Center Hospital,Albany,Capital District Regional Office,Capital Region,Albany Medical Center,11198,37,11100,9274,11,9,5027
03/08/2022,000085,Auburn Community Hospital,Cayuga,Central New York Regional Office,Central New York,Independent,1287,3,1268,954,2,1,693
03/08/2022,000812,Gouverneur Hospital,St. Lawrence,Central New York Regional Office,North Country,St. Lawrence Health System,186,0,186,148,0,0,138
03/08/2022,000817,Clifton-Fine Hospital,St. Lawrence,Central New York Regional Office,North Country,Independent,101,0,99,91,0,0,65
03/08/2022,000818,Saratoga Hospital,Saratoga,Capital District Regional Office,Capital Region,Albany Medical Center,3085,3,3075,2415,5,4,1905
03/08/2022,001630,Long Island Jewish Medical Center,Queens,Metropolitan Area Regional Office,New York City,Northwell Health,8194,18,8059,5910,14,11,5685
03/08/2022,001639,Mount Sinai Hospital - Mount Sinai Hospital of Queens,Queens,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,1518,0,1506,1028,0,0,1167
03/08/2022,001458,New York-Presbyterian Hospital - New York Weill Cornell Center,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,14973,20,14802,9676,258,154,9342
03/08/2022,001324,Mount Sinai Brooklyn,Kings,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,1048,1,1020,697,0,0,890
03/08/2022,001437,New York-Presbyterian/Lower Manhattan Hospital,New York,Metropolitan Area Regional Office,New York City,New York-Presbyterian Healthcare System,1351,3,1319,837,18,15,1016
03/08/2022,001288,Brooklyn Hospital Center - Downtown Campus,Kings,Metropolitan Area Regional Office,New York City,Independent,2530,86,2440,1151,6,6,1552
03/08/2022,001309,Interfaith Medical Center,Kings,Metropolitan Area Regional Office,New York City,One Brooklyn Health System,1854,47,1801,864,3,0,1306
03/08/2022,001165,Jacobi Medical Center,Bronx,Metropolitan Area Regional Office,New York City,NYC H+H,6505,67,6118,2078,14,8,5380
03/08/2022,001129,Phelps Hospital,Westchester,Metropolitan Area Regional Office,Mid-Hudson,Northwell Health,1448,0,1435,1143,0,0,836
03/08/2022,000739,A.O. Fox Memorial Hospital,Otsego,Capital District Regional Office,Mohawk Valley,Bassett Healthcare Network,697,1,696,401,0,0,489
03/08/2022,000752,Putnam Hospital Center,Putnam,Metropolitan Area Regional Office,Mid-Hudson,Nuvance Health,1101,4,1084,527,8,8,857
03/08/2022,000581,Degraff Memorial Hospital,Niagara,Western Regional Office,Western New York,Kaleida Health,122,1,120,87,0,1,56
03/08/2022,000676,Clifton Springs Hospital and Clinic,Ontario,Western Regional Office,Finger Lakes,Rochester Regional Health System,618,4,611,162,0,0,500
03/08/2022,000511,NYU Winthrop Hospital,Nassau,Metropolitan Area Regional Office,Long Island,NYU Langone Health,8410,1,8365,6904,5,2,5530
03/08/2022,000362,Little Falls Hospital,Herkimer,Central New York Regional Office,Mohawk Valley,Bassett Healthcare Network,231,0,231,182,0,0,189
03/08/2022,000367,Samaritan Medical Center,Jefferson,Central New York Regional Office,North Country,Independent,2020,11,1973,1277,9,7,1436
03/08/2022,000207,Buffalo General Medical Center,Erie,Western Regional Office,Western New York,Kaleida Health,3764,19,3729,1878,5,5,1594
03/08/2022,000490,Glen Cove Hospital,Nassau,Metropolitan Area Regional Office,Long Island,Northwell Health,881,1,872,605,4,2,631
03/08/2022,000528,Nassau University Medical Center,Nassau,Metropolitan Area Regional Office,Long Island,Independent,3639,6,3595,2589,0,0,2955
03/08/2022,000379,Carthage Area Hospital Inc,Jefferson,Central New York Regional Office,North Country,Independent,518,1,514,499,1,0,401
03/08/2022,000397,Oneida Health Hospital,Madison,Central New York Regional Office,Central New York,Independent,533,1,528,452,2,2,411
03/08/2022,000471,The Unity Hospital of Rochester,Monroe,Western Regional Office,Finger Lakes,Rochester Regional Health System,4487,23,4458,3267,0,0,3330
03/08/2022,000339,United Memorial Medical Center North Street Campus,Genesee,Western Regional Office,Finger Lakes,Rochester Regional Health System,724,5,718,493,0,0,502
03/08/2022,000170,Margaretville Hospital,Delaware,Capital District Regional Office,Southern Tier,Westchester Medical Center Health Network,103,0,103,40,0,0,67
03/08/2022,000180,Mid-Hudson Valley Division of Westchester Medical Center,Dutchess,Metropolitan Area Regional Office,Mid-Hudson,Westchester Medical Center Health Network,1420,3,1410,983,1,1,998
03/08/2022,000192,Northern Dutchess Hospital,Dutchess,Metropolitan Area Regional Office,Mid-Hudson,Nuvance Health,1074,12,1055,655,2,2,763
03/08/2022,000208,John R. Oishei Children's Hospital,Erie,Western Regional Office,Western New York,Kaleida Health,2020,4,2006,1175,0,0,1116
03/08/2022,000146,Columbia Memorial Hospital,Columbia,Capital District Regional Office,Capital Region,Albany Medical Center,1535,0,1532,954,2,2,1294
03/08/2022,000039,Memorial Hosp of Wm F and Gertrude F Jones A/K/A Jones Memorial Hosp,Allegany,Western Regional Office,Western New York,University of Rochester Medical Center,434,6,427,283,4,4,348
03/08/2022,001723,Mercy Hospital - Mercy Hospital Orchard Park Division,Erie,Western Regional Office,Western New York,"Catholic Health, Buffalo",116,0,114,51,0,0,87
03/08/2022,001456,Mount Sinai Hospital,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,28960,8,27497,21819,10,9,19290
03/08/2022,001318,Wyckoff Heights Medical Center,Kings,Metropolitan Area Regional Office,New York City,Independent,2192,24,2168,830,1,0,807
03/08/2022,001438,Bellevue Hospital Center,New York,Metropolitan Area Regional Office,New York City,NYC H+H,9587,36,9402,2358,15,8,7856
03/08/2022,001738,Richmond University Medical Center,Richmond,Metropolitan Area Regional Office,New York City,Independent,2608,2,2574,1931,0,0,1604
03/08/2022,001740,Staten Island University Hosp-North,Richmond,Metropolitan Area Regional Office,New York City,Northwell Health,4532,19,4424,2825,70,46,2811
03/08/2022,001628,Flushing Hospital Medical Center,Queens,Metropolitan Area Regional Office,New York City,MediSys Health Network,1810,3,1801,1461,2,2,1048
03/08/2022,001638,Long Island Jewish Forest Hills,Queens,Metropolitan Area Regional Office,New York City,Northwell Health,1412,1,1391,920,4,2,913
03/08/2022,001692,Woodhull Medical and Mental Health Center,Kings,Metropolitan Area Regional Office,New York City,NYC H+H,3209,32,3161,2214,2,2,2293
03/08/2022,001439,Mount Sinai Beth Israel,New York,Metropolitan Area Regional Office,New York City,Mount Sinai Health System,5196,4,5138,3882,3,3,3246
